 LOCATOR_GENERAL OUTPUT: 
    User: sscweb
    Date: Thu  4-Dec-2025 (338) 03:56:29
  Status: request completed successfully


GROUP 1    Satellite   Resolution   Factor
            mms4           60         1

           Start Time           Stop Time 
           2018  33  0.00000    2018  33 23.99972


 Coord/            Min/Max      Range Filter          Filter
Component   Output Markers    Minimum     Maximum    Mins/Maxes
GSE X        YES      -         -           -             -   
GSE Y        YES      -         -           -             -   
GSE Z        YES      -         -           -             -   
GSE LT       YES      -         -           -             -   

Output - File: 
         lines per page: 0
 
Formats and units:
    Day/Time format: YYYY DDD HH:MM:SS
    Degrees/Hemisphere format: Decimal degrees with 2 place(s).
        Longitude 0 to 360, latitude -90 to 90.
    Distance format: Earth radii with 2 place(s).
2018  33 21:25:30      22.83      -6.56       7.23 10:55:50
2018  33 21:26:30      22.83      -6.56       7.23 10:55:52
2018  33 21:27:30      22.83      -6.55       7.22 10:55:55
2018  33 21:28:30      22.83      -6.55       7.22 10:55:57
2018  33 21:29:30      22.82      -6.55       7.22 10:56:00
2018  33 21:30:30      22.82      -6.54       7.22 10:56:02
2018  33 21:31:30      22.82      -6.54       7.22 10:56:05
2018  33 21:32:30      22.82      -6.53       7.22 10:56:07
2018  33 21:33:30      22.82      -6.53       7.22 10:56:09
2018  33 21:34:30      22.82      -6.52       7.22 10:56:12
2018  33 21:35:30      22.82      -6.52       7.22 10:56:14
2018  33 21:36:30      22.81      -6.51       7.22 10:56:17
2018  33 21:37:30      22.81      -6.51       7.22 10:56:19
2018  33 21:38:30      22.81      -6.50       7.22 10:56:22
2018  33 21:39:30      22.81      -6.50       7.22 10:56:24
2018  33 21:40:30      22.81      -6.49       7.22 10:56:26
2018  33 21:41:30      22.81      -6.49       7.22 10:56:29
2018  33 21:42:30      22.81      -6.48       7.22 10:56:31
2018  33 21:43:30      22.81      -6.48       7.22 10:56:34
2018  33 21:44:30      22.80      -6.47       7.22 10:56:36
2018  33 21:45:30      22.80      -6.47       7.22 10:56:39
2018  33 21:46:30      22.80      -6.46       7.22 10:56:41
2018  33 21:47:30      22.80      -6.46       7.22 10:56:44
2018  33 21:48:30      22.80      -6.45       7.22 10:56:46
2018  33 21:49:30      22.80      -6.45       7.22 10:56:49
2018  33 21:50:30      22.79      -6.44       7.22 10:56:51
2018  33 21:51:30      22.79      -6.44       7.22 10:56:53
2018  33 21:52:30      22.79      -6.44       7.22 10:56:56
2018  33 21:53:30      22.79      -6.43       7.22 10:56:58
2018  33 21:54:30      22.79      -6.43       7.22 10:57:01
2018  33 21:55:30      22.79      -6.42       7.22 10:57:03
2018  33 21:56:30      22.79      -6.42       7.21 10:57:06
2018  33 21:57:30      22.78      -6.41       7.21 10:57:08
2018  33 21:58:30      22.78      -6.41       7.21 10:57:11
2018  33 21:59:30      22.78      -6.40       7.21 10:57:13
2018  33 22:00:30      22.78      -6.40       7.21 10:57:15
2018  33 22:01:30      22.78      -6.39       7.21 10:57:18
2018  33 22:02:30      22.78      -6.39       7.21 10:57:20
2018  33 22:03:30      22.77      -6.38       7.21 10:57:23
2018  33 22:04:30      22.77      -6.38       7.21 10:57:25
2018  33 22:05:30      22.77      -6.37       7.21 10:57:28
2018  33 22:06:30      22.77      -6.37       7.21 10:57:30
2018  33 22:07:30      22.77      -6.36       7.21 10:57:33
2018  33 22:08:30      22.77      -6.36       7.21 10:57:35
2018  33 22:09:30      22.76      -6.35       7.21 10:57:38
2018  33 22:10:30      22.76      -6.35       7.21 10:57:40
2018  33 22:11:30      22.76      -6.34       7.21 10:57:43
2018  33 22:12:30      22.76      -6.34       7.21 10:57:45
2018  33 22:13:30      22.76      -6.33       7.21 10:57:47
2018  33 22:14:30      22.76      -6.33       7.21 10:57:50
2018  33 22:15:30      22.75      -6.32       7.21 10:57:52
2018  33 22:16:30      22.75      -6.32       7.21 10:57:55
2018  33 22:17:30      22.75      -6.31       7.21 10:57:57
2018  33 22:18:30      22.75      -6.31       7.21 10:58:00
2018  33 22:19:30      22.75      -6.30       7.21 10:58:02
2018  33 22:20:30      22.75      -6.30       7.20 10:58:05
2018  33 22:21:30      22.74      -6.29       7.20 10:58:07
2018  33 22:22:30      22.74      -6.29       7.20 10:58:10
2018  33 22:23:30      22.74      -6.29       7.20 10:58:12
2018  33 22:24:30      22.74      -6.28       7.20 10:58:15
2018  33 22:25:30      22.74      -6.28       7.20 10:58:17
2018  33 22:26:30      22.74      -6.27       7.20 10:58:20
2018  33 22:27:30      22.73      -6.27       7.20 10:58:22
2018  33 22:28:30      22.73      -6.26       7.20 10:58:24
2018  33 22:29:30      22.73      -6.26       7.20 10:58:27
2018  33 22:30:30      22.73      -6.25       7.20 10:58:29
2018  33 22:31:30      22.73      -6.25       7.20 10:58:32
2018  33 22:32:30      22.72      -6.24       7.20 10:58:34
2018  33 22:33:30      22.72      -6.24       7.20 10:58:37
2018  33 22:34:30      22.72      -6.23       7.20 10:58:39
2018  33 22:35:30      22.72      -6.23       7.20 10:58:42
2018  33 22:36:30      22.72      -6.22       7.20 10:58:44
2018  33 22:37:30      22.72      -6.22       7.20 10:58:47
2018  33 22:38:30      22.71      -6.21       7.20 10:58:49
2018  33 22:39:30      22.71      -6.21       7.20 10:58:52
2018  33 22:40:30      22.71      -6.20       7.20 10:58:54
2018  33 22:41:30      22.71      -6.20       7.19 10:58:57
2018  33 22:42:30      22.71      -6.19       7.19 10:59:00
2018  33 22:43:30      22.70      -6.19       7.19 10:59:02
2018  33 22:44:30      22.70      -6.18       7.19 10:59:04
2018  33 22:45:30      22.70      -6.18       7.19 10:59:07
2018  33 22:46:30      22.70      -6.17       7.19 10:59:09
2018  33 22:47:30      22.70      -6.17       7.19 10:59:12
2018  33 22:48:30      22.69      -6.16       7.19 10:59:14
2018  33 22:49:30      22.69      -6.16       7.19 10:59:17
2018  33 22:50:30      22.69      -6.15       7.19 10:59:19
2018  33 22:51:30      22.69      -6.15       7.19 10:59:22
2018  33 22:52:30      22.69      -6.14       7.19 10:59:24
2018  33 22:53:30      22.68      -6.14       7.19 10:59:27
2018  33 22:54:30      22.68      -6.13       7.19 10:59:29
2018  33 22:55:30      22.68      -6.13       7.19 10:59:31
2018  33 22:56:30      22.68      -6.12       7.19 10:59:34
2018  33 22:57:30      22.68      -6.12       7.19 10:59:36
2018  33 22:58:30      22.67      -6.11       7.19 10:59:39
2018  33 22:59:30      22.67      -6.11       7.19 10:59:41
2018  33 23:00:30      22.67      -6.10       7.18 10:59:44
2018  33 23:01:30      22.67      -6.10       7.18 10:59:46
2018  33 23:02:30      22.67      -6.09       7.18 10:59:49
2018  33 23:03:30      22.66      -6.09       7.18 10:59:52
2018  33 23:04:30      22.66      -6.08       7.18 10:59:54
2018  33 23:05:30      22.66      -6.08       7.18 10:59:56
2018  33 23:06:30      22.66      -6.07       7.18 11:00:00
2018  33 23:07:30      22.66      -6.07       7.18 11:00:01
2018  33 23:08:30      22.65      -6.06       7.18 11:00:04
2018  33 23:09:30      22.65      -6.06       7.18 11:00:06
2018  33 23:10:30      22.65      -6.05       7.18 11:00:09
2018  33 23:11:30      22.65      -6.05       7.18 11:00:11
2018  33 23:12:30      22.64      -6.04       7.18 11:00:14
2018  33 23:13:30      22.64      -6.04       7.18 11:00:16
2018  33 23:14:30      22.64      -6.03       7.18 11:00:19
2018  33 23:15:30      22.64      -6.03       7.18 11:00:21
2018  33 23:16:30      22.64      -6.02       7.18 11:00:24
2018  33 23:17:30      22.63      -6.02       7.17 11:00:27
2018  33 23:18:30      22.63      -6.01       7.17 11:00:29
2018  33 23:19:30      22.63      -6.01       7.17 11:00:32
2018  33 23:20:30      22.63      -6.00       7.17 11:00:34
2018  33 23:21:30      22.63      -6.00       7.17 11:00:37
2018  33 23:22:30      22.62      -5.99       7.17 11:00:39
2018  33 23:23:30      22.62      -5.99       7.17 11:00:42
2018  33 23:24:30      22.62      -5.98       7.17 11:00:44
2018  33 23:25:30      22.62      -5.98       7.17 11:00:47
2018  33 23:26:30      22.61      -5.97       7.17 11:00:49
2018  33 23:27:30      22.61      -5.97       7.17 11:00:52
2018  33 23:28:30      22.61      -5.96       7.17 11:00:54
2018  33 23:29:30      22.61      -5.96       7.17 11:00:57
2018  33 23:30:30      22.60      -5.95       7.17 11:01:00
2018  33 23:31:30      22.60      -5.95       7.17 11:01:02
2018  33 23:32:30      22.60      -5.94       7.17 11:01:04
2018  33 23:33:30      22.60      -5.94       7.16 11:01:07
2018  33 23:34:30      22.60      -5.93       7.16 11:01:09
2018  33 23:35:30      22.59      -5.93       7.16 11:01:12
2018  33 23:36:30      22.59      -5.92       7.16 11:01:14
2018  33 23:37:30      22.59      -5.92       7.16 11:01:17
2018  33 23:38:30      22.59      -5.91       7.16 11:01:19
2018  33 23:39:30      22.58      -5.91       7.16 11:01:22
2018  33 23:40:30      22.58      -5.90       7.16 11:01:24
2018  33 23:41:30      22.58      -5.90       7.16 11:01:27
2018  33 23:42:30      22.58      -5.89       7.16 11:01:30
2018  33 23:43:30      22.57      -5.89       7.16 11:01:32
2018  33 23:44:30      22.57      -5.88       7.16 11:01:35
2018  33 23:45:30      22.57      -5.88       7.16 11:01:37
2018  33 23:46:30      22.57      -5.87       7.16 11:01:40
2018  33 23:47:30      22.56      -5.87       7.16 11:01:42
2018  33 23:48:30      22.56      -5.86       7.15 11:01:45
2018  33 23:49:30      22.56      -5.86       7.15 11:01:47
2018  33 23:50:30      22.56      -5.85       7.15 11:01:50
2018  33 23:51:30      22.55      -5.85       7.15 11:01:52
2018  33 23:52:30      22.55      -5.84       7.15 11:01:55
2018  33 23:53:30      22.55      -5.84       7.15 11:01:57
2018  33 23:54:30      22.55      -5.83       7.15 11:02:00
2018  33 23:55:30      22.54      -5.83       7.15 11:02:02
2018  33 23:56:30      22.54      -5.82       7.15 11:02:05
2018  33 23:57:30      22.54      -5.82       7.15 11:02:08
2018  33 23:58:30      22.54      -5.81       7.15 11:02:10
2018  33 23:59:30      22.53      -5.81       7.15 11:02:13
